"Make","Model","Device","Link","Connection","Wired/Wireless","WirelessConnection","Home Button","Latency Tier","Latency (in ms)","SD","Max","Min","Category","Face Buttons","Row","Date Added","ID","DeviceClean","DeviceNorm","Platforms","Price","PriceNum","Amazon","Imputed","SD up","SD down","MatchedCaptureFiles","N","RawMean","RawSD","Median","P90","P95","P99","IQR","RawMin","RawMax","PctOnTime","BinA","BinB","BinC","Consistency","HasRawCapture","MetricSource"
"Nintendo","Switch Pro","Nintendo - Switch Pro",,"BT (CSR8510)","Wireless","Bluetooth","YES","C",13.939,4.543,36.676,5.168,"Controller","4.0",162,"05/25/2020",173,"Nintendo - Switch Pro","nintendo switch pro","",,,,FALSE,22.8434163817655,5.03518361823454,,,,,,,,,,,,21,72.6,27.4,0,,FALSE,"Direct measurement"
"Mayflash","Arcade Stick F300 Rev 1.3","Mayflash - Arcade Stick F300 Rev 1.3 [PC]",,"Wired USB","Wired","-","YES","C",14.349,0.987,17.172,12.284,"Joystick","8.0",136,"06/07/2020",174,"Mayflash - Arcade Stick F300 Rev 1.3 [PC]","mayflash arcade stick f300 rev 1 3 pc","",,,,FALSE,16.283384452741,12.414415547259,,,,,,,,,,,,13.9,99.1,0.9,0,,FALSE,"Direct measurement"
"8BitDo","SN30 Pro+","8BitDo - SN30 Pro+ [MacOS (A+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","YES","C",14.365,6.572,43.348,2.496,"Controller","4.0",68,"06/10/2020",175,"8BitDo - SN30 Pro+ [MacOS (A+Start)]","8bitdo sn30 pro macos a start","",,,,FALSE,27.2454833063972,1.48371669360277,,,,,,,,,,,,23.6,63.7,36.1,0.2,,FALSE,"Direct measurement"
"Mayflash","Arcade Stick F300 Rev 1.3","Mayflash - Arcade Stick F300 Rev 1.3 [X-Input]",,"Wired USB","Wired","-","YES","C",14.399,1.002,17.096,12.4,"Joystick","8.0",137,"06/07/2020",176,"Mayflash - Arcade Stick F300 Rev 1.3 [X-Input]","mayflash arcade stick f300 rev 1 3 x input","",,,,FALSE,16.3631839125091,12.4354160874909,,,,,,,,,,,,13.6,98.8,1.2,0,,FALSE,"Direct measurement"
"Mayflash","Arcade Stick F300 Rev 1.3","Mayflash - Arcade Stick F300 Rev 1.3 [D-Input]",,"Wired USB","Wired","-","YES","C",14.405,1.003,17.176,12.356,"Joystick","8.0",135,"06/07/2020",177,"Mayflash - Arcade Stick F300 Rev 1.3 [D-Input]","mayflash arcade stick f300 rev 1 3 d input","",,,,FALSE,16.3703438764937,12.4386561235063,,,,,,,,,,,,13.6,98.8,1.2,0,,FALSE,"Direct measurement"
"Ortz Gaming","SNES Wireless Turbo Classic Edition","Ortz Gaming - SNES Wireless Turbo Classic Edition",,"Wiimote / Classic Controller Wireless Adapter","Wireless","2.4 GHz","NO","C",14.422,3.737,49.044,7.748,"Controller","4.0",175,"05/30/2020",178,"Ortz Gaming - SNES Wireless Turbo Classic Edition","ortz gaming snes wireless turbo classic edition","",,,,FALSE,21.7459854102262,7.09721458977382,,,,,,,,,,,,17.2,72.6,27.4,0,,FALSE,"Direct measurement"
"8BitDo","NES30","8BitDo - NES30 [Switch (Y+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","C",14.885,6.177,44.584,3.412,"Controller","4.0",34,"05/27/2020",179,"8BitDo - NES30 [Switch (Y+Start)]","8bitdo nes30 switch y start","",,,,FALSE,26.9918975325039,2.77850246749609,,,,,,,,,,,,20.7,61.3,38.5,0.2,,FALSE,"Direct measurement"
"8BitDo","N30 Arcade Stick","8BitDo - N30 Arcade Stick [MacOS (A+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",15.143,6.213,44.848,3.664,"Joystick","8.0",16,"06/29/2020",180,"8BitDo - N30 Arcade Stick [MacOS (A+Start)]","8bitdo n30 arcade stick macos a start","",,,,FALSE,27.3202562359474,2.96574376405265,,,,,,,,,,,,19.9,59.7,40.1,0.2,,FALSE,"Direct measurement"
"8BitDo","NES30","8BitDo - NES30 [Android (B+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",15.215,6.228,43.212,3.308,"Controller","4.0",32,"05/27/2020",181,"8BitDo - NES30 [Android (B+Start)]","8bitdo nes30 android b start","",,,,FALSE,27.4215556957155,3.00824430428455,,,,,,,,,,,,19.7,59.2,40.6,0.2,,FALSE,"Direct measurement"
"8BitDo","SN30 (Model 80BA)","8BitDo - SN30 (Model 80BA) [Android (B+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",15.22,6.531,48.976,3.448,"Controller","4.0",53,"05/27/2020",182,"8BitDo - SN30 (Model 80BA) [Android (B+Start)]","8bitdo sn30 model 80ba android b start","",,,,FALSE,28.0206247830311,2.41957521696891,,,,,,,,,,,,20.4,58.8,41,0.2,,FALSE,"Direct measurement"
"Nintendo","SNES Switch","Nintendo - SNES Switch",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",15.629,4.601,47.272,6.46,"Controller","4.0",157,"05/25/2020",183,"Nintendo - SNES Switch","nintendo snes switch","",,,,FALSE,24.6466942928688,6.61110570713121,,,,,,,,,,,,14.4,58.9,41.1,0,,FALSE,"Direct measurement"
"Microsoft","Xbox One Model 1708","Microsoft - Xbox One Model 1708",,"BT (CSR8510)","Wireless","Bluetooth","YES","D",15.686,2.645,34.28,4.584,"Controller","4.0",153,"05/25/2020",184,"Microsoft - Xbox One Model 1708","microsoft xbox one model 1708","",,,,FALSE,20.8703047391084,10.5020952608916,,,,,,,,,,,,9.7,64.5,35.5,0,,FALSE,"Direct measurement"
"8BitDo","N30 Arcade Stick","8BitDo - N30 Arcade Stick [Switch (Y+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",15.767,6.328,45.128,4.072,"Joystick","8.0",17,"06/29/2020",185,"8BitDo - N30 Arcade Stick [Switch (Y+Start)]","8bitdo n30 arcade stick switch y start","",,,,FALSE,28.1692520941695,3.36394790583054,,,,,,,,,,,,18,55.7,44.1,0.2,,FALSE,"Direct measurement"
"8BitDo","NES30","8BitDo - NES30 [Windows (X+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",15.811,6.221,44.528,4.008,"Controller","4.0",35,"05/27/2020",186,"8BitDo - NES30 [Windows (X+Start)]","8bitdo nes30 windows x start","",,,,FALSE,28.0042359478237,3.61836405217633,,,,,,,,,,,,17.6,55.5,44.3,0.2,,FALSE,"Direct measurement"
"8BitDo","SN30 (Model 80BA)","8BitDo - SN30 (Model 80BA) [Windows (X+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",15.811,6.221,44.528,4.008,"Controller","4.0",55,"05/27/2020",187,"8BitDo - SN30 (Model 80BA) [Windows (X+Start)]","8bitdo sn30 model 80ba windows x start","",,,,FALSE,28.0042359478237,3.61836405217633,,,,,,,,,,,,17.6,55.5,44.3,0.2,,FALSE,"Direct measurement"
"8BitDo","SN30 Pro+","8BitDo - SN30 Pro+ [Switch (Y+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","YES","D",15.918,6.987,61.416,2.748,"Controller","4.0",69,"06/10/2020",188,"8BitDo - SN30 Pro+ [Switch (Y+Start)]","8bitdo sn30 pro switch y start","",,,,FALSE,29.6118683599814,2.22333164001865,,,,,,,,,,,,19.1,54.3,45.1,0.6,,FALSE,"Direct measurement"
"Retro-Bit","Genesis 2.4 GHz","Retro-Bit - Genesis 2.4 GHz [D-Input]",,"Wireless USB Dongle","Wireless","Bluetooth","YES","D",16.604,4.702,30.168,6.488,"Controller","6.0",194,"05/25/2020",189,"Retro-Bit - Genesis 2.4 GHz [D-Input]","retro bit genesis 2 4 ghz d input","",,,,FALSE,25.8193506553073,7.38784934469267,,,,,,,,,,,,11.4,50.5,49.4,0.1,,FALSE,"Direct measurement"
"Retro-Bit","Saturn 2.4 GHz","Retro-Bit - Saturn 2.4 GHz",,"Wireless USB Dongle","Wireless","Bluetooth","YES","D",16.62,4.814,28.532,6.384,"Controller","6.0",201,"05/25/2020",190,"Retro-Bit - Saturn 2.4 GHz","retro bit saturn 2 4 ghz","",,,,FALSE,26.0549666215758,7.18443337842418,,,,,,,,,,,,11.7,50.4,49.6,0,,FALSE,"Direct measurement"
"Retro-Bit","Saturn 2.4 GHz","Retro-Bit - Saturn 2.4 GHz [D-Input]",,"Wireless USB Dongle","Wireless","Bluetooth","YES","D",16.677,4.798,29.056,6.156,"Controller","6.0",202,"05/25/2020",191,"Retro-Bit - Saturn 2.4 GHz [D-Input]","retro bit saturn 2 4 ghz d input","",,,,FALSE,26.0804071978232,7.27259280217682,,,,,,,,,,,,11.5,49.9,50.1,0,,FALSE,"Direct measurement"
"Retro-Bit","Saturn 2.4 GHz","Retro-Bit - Saturn 2.4 GHz [X-Input]",,"Wireless USB Dongle","Wireless","Bluetooth","YES","D",16.822,4.979,59.524,6.396,"Controller","6.0",203,"05/25/2020",192,"Retro-Bit - Saturn 2.4 GHz [X-Input]","retro bit saturn 2 4 ghz x input","",,,,FALSE,26.5810606790249,7.06373932097507,,,,,,,,,,,,11.5,48.8,51.2,0,,FALSE,"Direct measurement"
"Retro-Bit","Genesis 2.4 GHz","Retro-Bit - Genesis 2.4 GHz [X-Input]",,"Wireless USB Dongle","Wireless","Bluetooth","YES","D",17.008,5.551,63.828,6.188,"Controller","6.0",196,"05/25/2020",193,"Retro-Bit - Genesis 2.4 GHz [X-Input]","retro bit genesis 2 4 ghz x input","",,,,FALSE,27.8877600781818,6.12823992181816,,,,,,,,,,,,12.3,47.5,52.3,0.2,,FALSE,"Direct measurement"
"Retro-Bit","Saturn Bluetooth","Retro-Bit - Saturn Bluetooth [Android (A+Home)]",,"BT (BCM20702A0)","Wireless","Bluetooth","YES","D",17.985,6.298,48.868,3.812,"Controller","6.0",205,"09/27/2020",194,"Retro-Bit - Saturn Bluetooth [Android (A+Home)]","retro bit saturn bluetooth android a home","",,,,FALSE,30.3290531746333,5.64134682536674,,,,,,,,,,,,11.4,41.7,57.6,0.7,,FALSE,"Direct measurement"
"8BitDo","Pro 2","8BitDo - Pro 2 [XInput]",,"BT (CSR8510)","Wireless","Bluetooth","YES","D",18.119,6.282,36.24,3.58,"Controller","4.0",47,"04/23/2021",195,"8BitDo - Pro 2 [XInput]","8bitdo pro 2 xinput","",,,,FALSE,30.4312937508806,5.80630624911938,,,,,,,,,,,,11.1,40.9,58.4,0.7,,FALSE,"Direct measurement"
"Retro-Bit","Saturn Bluetooth","Retro-Bit - Saturn Bluetooth [MacOS (X+Home)]",,"BT (BCM20702A0)","Wireless","Bluetooth","YES","D",18.347,6.668,68.3,4.656,"Controller","6.0",208,"09/27/2020",196,"Retro-Bit - Saturn Bluetooth [MacOS (X+Home)]","retro bit saturn bluetooth macos x home","",,,,FALSE,31.4163398489131,5.27826015108692,,,,,,,,,,,,11.4,40.1,58.7,1.2,,FALSE,"Direct measurement"
"Nintendo","Switch Pro","Nintendo - Switch Pro",,,"Wired","-","YES","D",18.355,5.104,39.724,5.132,"Controller","4.0",163,"09/12/2020",197,"Nintendo - Switch Pro","nintendo switch pro","",,,,FALSE,28.3586561770924,8.35134382290757,,,,,,,,,,,,7.8,37,62.8,0.2,,FALSE,"Direct measurement"
"8BitDo","Pro 2","8BitDo - Pro 2 [DInput]",,"BT (CSR8510)","Wireless","Bluetooth","YES","D",18.389,6.284,32.908,4.024,"Controller","4.0",44,"04/23/2021",198,"8BitDo - Pro 2 [DInput]","8bitdo pro 2 dinput","",,,,FALSE,30.7056136788497,6.0727863211503,,,,,,,,,,,,10.4,39.2,59.9,0.9,,FALSE,"Direct measurement"
"Nintendo","SNES Switch","Nintendo - SNES Switch",,"8Bitdo Wireless Bluetooth (X-Input / Select + Up)","Wireless","Bluetooth","NO","D",18.597,4.497,47.068,7.152,"Controller","4.0",158,"06/06/2020",199,"Nintendo - SNES Switch","nintendo snes switch","",,,,FALSE,27.4112580384766,9.78334196152338,,,,,,,,,,,,5.9,33.4,66.6,0,,FALSE,"Direct measurement"
"8BitDo","Pro 2","8BitDo - Pro 2 [Android]",,"BT (CSR8510)","Wireless","Bluetooth","YES","D",19.824,6.975,42.704,3.12,"Controller","4.0",41,"04/23/2021",200,"8BitDo - Pro 2 [Android]","8bitdo pro 2 android","",,,,FALSE,33.4946487921669,6.15315120783312,,,,,,,,,,,,8.9,32.5,64.8,2.7,,FALSE,"Direct measurement"
"Nintendo","Switch Pro","Nintendo - Switch Pro",,"8Bitdo Wireless Bluetooth (D-Input / Select + Left)","Wireless","Bluetooth","YES","D",19.881,6.858,183.956,7.152,"Controller","4.0",164,"06/06/2020",201,"Nintendo - Switch Pro","nintendo switch pro","",,,,FALSE,33.3224330059757,6.43956699402431,,,,,,,,,,,,8.5,32,65.5,2.5,,FALSE,"Direct measurement"
"8BitDo","SNES Conversion PCB","8BitDo - SNES Conversion PCB [Switch (Y+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",19.901,6.754,47.416,4.564,"Controller","4.0",73,"05/26/2020",202,"8BitDo - SNES Conversion PCB [Switch (Y+Start)]","8bitdo snes conversion pcb switch y start","",,,,FALSE,33.1390967515835,6.66390324841648,,,,,,,,,,,,8.3,31.6,66.1,2.3,,FALSE,"Direct measurement"
"8BitDo","SN30 Pro+","8BitDo - SN30 Pro+ [D-Input (B+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","YES","D",20.081,8.092,64.136,3.468,"Controller","4.0",67,"06/10/2020",203,"8BitDo - SN30 Pro+ [D-Input (B+Start)]","8bitdo sn30 pro d input b start","",,,,FALSE,35.9412285628981,4.22117143710188,,,,,,,,,,,,10.8,33.7,61.3,5,,FALSE,"Direct measurement"
"8BitDo","SN30 Pro+","8BitDo - SN30 Pro+ [X-Input (X+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","YES","D",20.145,8.185,62.588,3.688,"Controller","4.0",70,"06/10/2020",204,"8BitDo - SN30 Pro+ [X-Input (X+Start)]","8bitdo sn30 pro x input x start","",,,,FALSE,36.1869052134603,4.10229478653966,,,,,,,,,,,,10.9,33.5,61.1,5.4,,FALSE,"Direct measurement"
"8BitDo","SNES Conversion PCB","8BitDo - SNES Conversion PCB [Windows (X+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",20.176,6.742,40.388,4.552,"Controller","4.0",74,"05/26/2020",205,"8BitDo - SNES Conversion PCB [Windows (X+Start)]","8bitdo snes conversion pcb windows x start","",,,,FALSE,33.389977183769,6.96182281623096,,,,,,,,,,,,7.7,30.1,67.3,2.6,,FALSE,"Direct measurement"
"Nintendo","Switch Pro","Nintendo - Switch Pro",,"8Bitdo Wireless Bluetooth (MacOS / Select + Right)","Wireless","Bluetooth","YES","D",20.729,6.15,72.24,7.22,"Controller","4.0",165,"05/25/2020",206,"Nintendo - Switch Pro","nintendo switch pro","",,,,FALSE,32.7825785049213,8.67502149507867,,,,,,,,,,,,5.6,25.4,72.5,2.1,,FALSE,"Direct measurement"
"Nintendo","SNES Switch","Nintendo - SNES Switch",,"8Bitdo Wireless Bluetooth (D-Input / Select + Left)","Wireless","Bluetooth","NO","D",20.892,4.772,33.532,5.956,"Controller","4.0",159,"06/06/2020",207,"Nintendo - SNES Switch","nintendo snes switch","",,,,FALSE,30.2452481342251,11.5393518657749,,,,,,,,,,,,3,18.8,80.7,0.5,,FALSE,"Direct measurement"
"8BitDo","SNES Conversion PCB","8BitDo - SNES Conversion PCB [Android (B+Start)]",,"BT (CSR8510)","Wireless","Bluetooth","NO","D",21.139,7.393,53.584,3.848,"Controller","4.0",71,"05/26/2020",208,"8BitDo - SNES Conversion PCB [Android (B+Start)]","8bitdo snes conversion pcb android b start","",,,,FALSE,35.6290137377046,6.64898626229538,,,,,,,,,,,,7.4,27.3,67.8,4.9,,FALSE,"Direct measurement"
"Reyann","Zero Delay Arcade USB Encoder","Reyann - Zero Delay Arcade USB Encoder",,"Wired USB","Wired","-","NO","D",21.264,11.888,42.22,0.196,"Joystick Encoder","-",221,"05/27/2020",209,"Reyann - Zero Delay Arcade USB Encoder","reyann zero delay arcade usb encoder","",,,,FALSE,44.5637518482122,0,,,,,,,,,,,,16.8,34.9,49.6,15.5,,FALSE,"Direct measurement"
"Tata","Kiwitata","Tata - Kiwitata",,"Wired USB","Wired","-","NO","D",21.348,11.879,4.236,0.372,"Controller","4.0",236,"06/30/2020",210,"Tata - Kiwitata","tata kiwitata","",,,,FALSE,44.6305121723513,0,,,,,,,,,,,,16.6,34.7,49.7,15.6,,FALSE,"Direct measurement"
"8BitDo","Pro 2","8BitDo - Pro 2 [Switch]",,"8Bitdo Wireless Bluetooth","Wireless","Bluetooth","YES","D",21.485,9.27,152.596,6.676,"Controller","4.0",45,"04/23/2021",211,"8BitDo - Pro 2 [Switch]","8bitdo pro 2 switch","",,,,FALSE,39.6534661366863,3.3157338633137,,,,,,,,,,,,10.7,30.2,59.8,10,,FALSE,"Direct measurement"
"8BitDo","Pro 2","8BitDo - Pro 2 [Android]",,"8Bitdo Wireless Bluetooth","Wireless","Bluetooth","YES","D",22.422,6.589,44.064,7.62,"Controller","4.0",42,"04/23/2021",212,"8BitDo - Pro 2 [Android]","8bitdo pro 2 android","",,,,FALSE,35.3358026941344,9.50739730586559,,,,,,,,,,,,4.2,19.1,76,4.9,,FALSE,"Direct measurement"
"ASD","JammASD","ASD - JammASD",,"Wired USB","Wired","-","NO","D",25.303,2.601,35.164,17.532,"Joystick Encoder","-",75,"06/16/2020",213,"ASD - JammASD","asd jammasd","",,,,FALSE,30.4012663237887,20.2055336762113,,,,,,,,,,,,0,0,99.9,0.1,,FALSE,"Direct measurement"
"8BitDo","SN30 Pro+","8BitDo - SN30 Pro+",,"8Bitdo Wireless Bluetooth (X-Input / Select + Up)","Wireless","Bluetooth","YES","D",26.13,8.398,56.876,11.34,"Controller","4.0",62,"05/26/2020",214,"8BitDo - SN30 Pro+","8bitdo sn30 pro","",,,,FALSE,42.5896775421674,9.67012245783263,,,,,,,,,,,,3.3,13,67.5,19.5,,FALSE,"Direct measurement"
"Retro-Bit","Genesis 2.4 GHz","Retro-Bit - Genesis 2.4 GHz [D-Input]",,"2.4 GHz DE9 (DaemonBite)","Wireless","2.4 GHz","YES","D",29.667,7.818,142.932,15.072,"Controller","6.0",195,"05/30/2020",216,"Retro-Bit - Genesis 2.4 GHz [D-Input]","retro bit genesis 2 4 ghz d input","",,,,FALSE,44.9896984311341,14.3437015688659,,,,,,,,,,,,0.9,4.8,63.2,32,,FALSE,"Direct measurement"
"8BitDo","SN30 Pro+","8BitDo - SN30 Pro+",,"8Bitdo Wireless Bluetooth (D-Input / Select + Left)","Wireless","Bluetooth","YES","D",30.327,19.278,190.78,5.016,"Controller","4.0",64,"05/26/2020",217,"8BitDo - SN30 Pro+","8bitdo sn30 pro","",,,,FALSE,68.1111856939632,0,,,,,,,,,,,,16.3,23.9,32.3,43.8,,FALSE,"Direct measurement"
"Logitech","Dual Action Gamepad USB","Logitech - Dual Action Gamepad USB",,"Wired USB","Wired","-","NO","D",32.187,6.102,43.084,21.284,"Controller","4.0",127,"06/11/2020",219,"Logitech - Dual Action Gamepad USB","logitech dual action gamepad usb","",,,,FALSE,44.1462002336634,20.2267997663366,,,,,,,,,,,,0.1,0.5,56.9,42.6,,FALSE,"Direct measurement"
"Sony","DualShock 4 (Rev2)","Sony - DualShock 4 (Rev2)",,"Sony DualShock 4 Official Wireless Adapter","Wireless","Bluetooth","YES","D",32.831,7.076,52.812,14.708,"Controller","4.0",233,"05/25/2020",220,"Sony - DualShock 4 (Rev2)","sony dualshock 4 rev2","",,,,FALSE,46.6996051546054,18.9621948453946,,,,,,,,,,,,0.2,1.1,51.7,47.2,,FALSE,"Direct measurement"
"Hori","Fighting Commander Wii Classic","Hori - Fighting Commander Wii Classic",,"Wireless Wii Classic Receiver (via MayFlash Wii Classic USB)","Wireless","2.4 GHz","NO","D",34.115,21.343,103.67,6.06,"Controller","6.0",108,"08/08/2021",222,"Hori - Fighting Commander Wii Classic","hori fighting commander wii classic","",,,,FALSE,75.946096631406,0,,,,,,,,,,,,14.9,20.7,27.9,51.4,,FALSE,"Direct measurement"
"Nintendo","Wii U Pro","Nintendo - Wii U Pro",,"BT (CSR8510)","Wireless","Bluetooth","YES","D",35.276,2.909,49.328,27.584,"Controller","4.0",171,"05/25/2020",223,"Nintendo - Wii U Pro","nintendo wii u pro","",,,,FALSE,40.977835231027,29.574764768973,,,,,,,,,,,,0,0,25.2,74.8,,FALSE,"Direct measurement"
"Nintendo","Wii U Pro","Nintendo - Wii U Pro",,"8Bitdo Wireless Bluetooth (X-Input / Select + Up)","Wireless","Bluetooth","YES","D",35.62,3.419,48.02,26.576,"Controller","4.0",172,"06/06/2020",224,"Nintendo - Wii U Pro","nintendo wii u pro","",,,,FALSE,42.3210168631424,28.9187831368576,,,,,,,,,,,,0,0,25.2,74.8,,FALSE,"Direct measurement"
"Nintendo","Wii U Pro","Nintendo - Wii U Pro",,"8Bitdo Wireless Bluetooth (D-Input / Select + Left)","Wireless","Bluetooth","YES","D",35.782,3.373,45.776,26.668,"Controller","4.0",173,"06/06/2020",225,"Nintendo - Wii U Pro","nintendo wii u pro","",,,,FALSE,42.3934585198536,29.1715414801464,,,,,,,,,,,,0,0,23.4,76.6,,FALSE,"Direct measurement"
"Hori","Fighting Commander Wii Classic","Hori - Fighting Commander Wii Classic",,"Wireless Wii Classic Receiver (via 8BitDo GC/Wii Classic to Xbox/Switch adapter)","Wireless","2.4 GHz","NO","D",36.071,21.157,91.67,7.29,"Controller","6.0",109,"08/08/2021",226,"Hori - Fighting Commander Wii Classic","hori fighting commander wii classic","",,,,FALSE,77.5382778235554,0,,,,,,,,,,,,12.4,18,26.9,55.1,,FALSE,"Direct measurement"
"Microsoft","SideWinder Game Pad USB","Microsoft - SideWinder Game Pad USB",,"Wired USB","Wired","-","NO","D",40.709,1.217,43.26,38.18,"Controller","6.0",147,"08/08/2021",227,"Microsoft - SideWinder Game Pad USB","microsoft sidewinder game pad usb","",,,,FALSE,43.093720182027,38.324186777973,,,,,,,,,,,,0,0,0,100,,FALSE,"Direct measurement"
